Post code,Special code,Submunicipality code,Région code,Province code,Arrondissement code,Municipality code,Sub-municipality name (French),Sub-municipality name (Dutch),Sub-municipality name (German),Région name (German),Région name (Dutch),Région name (French),Province name (German),Province name (Dutch),Province name (French),Arrondissement name (German),Arrondissement name (Dutch),Arrondissement name (French),Municipality name (German),Municipality name (Dutch),Municipality name (French)
6920,0,84075A,3000,80000,84000,84075,Wellin,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Wellin
1820,1,23081A,2000,20001,23000,23081,,Steenokkerzeel,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Steenokkerzeel,
1502,0,23027C,2000,20001,23000,23027,,Lembeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Halle,
3370,0,24016A-II,2000,20001,24000,24016,,Vertrijk,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Boutersem,
1852,0,23025C,2000,20001,23000,23025,,Beigem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Grimbergen,
1700,0,23016A,2000,20001,23000,23016,,Dilbeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Dilbeek,
9860,0,44052C,2000,40000,44000,44052,,Scheldewindeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Oosterzele,
9790,0,45061B,2000,40000,45000,45061,,Wortegem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Wortegem-Petegem,
9570,0,45063C,2000,40000,45000,45063,,Deftinge,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Lierde,
4458,0,62060C,3000,60000,62000,62060,Fexhe-Slins,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Juprelle
4031,0,62063H,3000,60000,62000,62063,Angleur,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Liège
4650,0,63035H,3000,60000,63000,63035,Julémont,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Herve
4560,0,61012A,3000,60000,61000,61012,Clavier,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Clavier
4770,0,63001-Z,3000,60000,63000,63001,,,Amel,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Amel,,Amblève
6110,0,52048A,3000,50000,52000,52048,Montignies-le-Tilleul,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Montigny-le-Tilleul
7034,0,53053F-I,3000,50000,53000,53053,Obourg,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Mons
6532,0,56078F,3000,50000,56000,56078,Ragnies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Thuin
6530,0,56078A,3000,50000,56000,56078,Thuin,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Thuin
7604,0,57064E,3000,50000,57000,57064,Wasmes-Audemez-Briffoeil,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Péruwelz
7500,0,57081A,3000,50000,57000,57081,Tournai,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7333,0,53070C,3000,50000,53000,53070,Tertre,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Saint-Ghislain
7803,0,51004A,3000,50000,51000,51004,Ath,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Ath
6594,0,56051G,3000,50000,56000,56051,Beauwelz,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Momignies
7910,0,51065K,3000,50000,51000,51065,Cordes,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Frasnes-lez-Anvaing
6120,0,56086A,3000,50000,56000,56086,Ham-sur-Heure,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Ham-sur-Heure-Nalinnes
7506,0,57081M-I,3000,50000,57000,57081,Willemeau,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7783,0,54010E,3000,50000,57000,57097,Ploegsteert,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,Komen-Waasten,Comines-Warneton
1200,0,21018A,1000,,21000,21018,Woluwe-Saint-Lambert,Sint-Lambrechts-Woluwe,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Sint-Lambrechts-Woluwe,Woluwe-Saint-Lambert
1049,0,21006A,1000,,21000,21006,Evere,Evere,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Evere,Evere
1370,0,25048A,3000,20002,25000,25048,Jodoigne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Jodoigne
2590,0,12002A-I,2000,10000,12000,12002,,Berlaar,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Mechelen,,,Berlaar,
2431,0,13053A,2000,10000,13000,13053,,Veerle,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Laakdal,
2801,0,12025D,2000,10000,12000,12025,,Heffen,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Mechelen,,,Mechelen,
9570,0,45063A,2000,40000,45000,45063,,Sint-Maria-Lierde,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Lierde,
9830,0,44064A,2000,40000,44000,44064,,Sint-Martens-Latem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Sint-Martens-Latem,
9300,0,41002A,2000,40000,41000,41002,,Aalst,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Aalst,
9340,0,41034C,2000,40000,41000,41034,,Impe,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Lede,
9600,0,45041A,2000,40000,45000,45041,,Ronse,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Ronse,Renaix
9981,0,43014B,2000,40000,43000,43014,,Sint-Margriete,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Eeklo,,,Sint-Laureins,
9850,0,44049A,2000,40000,44000,44083,,Nevele,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Deinze,
9500,0,41018D,2000,40000,41000,41018,,Overboelare,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Geraardsbergen,
9170,0,46020-Z,2000,40000,46000,46020,,Sint-Gillis-Waas,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Sint-Niklaas,,,Sint-Gillis-Waas,
4624,0,62038D,3000,60000,62000,62038,Romsée,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Fléron
4577,0,61041B,3000,60000,61000,61041,Vierset-Barse,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Modave
4260,0,64015F,3000,60000,64000,64015,Ville-en-Hesbaye,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Braives
4821,0,63020B,3000,60000,63000,63020,Andrimont,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Dison
4500,0,61031B,3000,60000,61000,61031,Ben-Ahin,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Huy
4782,0,63067C,3000,60000,63000,63067,,,Schönberg,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Sankt Vith,,Saint-Vith
4671,0,62119D,3000,60000,62000,62119,Saive,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Blegny
4000,0,62063-Z,3000,60000,62000,62063,Liège,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Liège
4260,0,64015D,3000,60000,64000,64015,Fallais,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Braives
4672,0,62119F,3000,60000,62000,62119,Saint-Remy,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Blegny
4451,0,62060E,3000,60000,62000,62060,Voroux-lez-Liers,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Juprelle
4621,0,62038B,3000,60000,62000,62038,Retinne,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Fléron
7823,0,51004G,3000,50000,51000,51004,Gibecq,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Ath
7191,0,55050A,3000,50000,55000,55050,Écaussinnes-d'Enghien,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Zinnik,Soignies,,,Écaussinnes
6462,0,56016C,3000,50000,56000,56016,Vaulx,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Chimay
7623,0,57093B,3000,50000,57000,57093,Rongy,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Brunehaut
6075,0,52021A,3000,50000,52000,52021,Fleurus,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Fleurus
6020,0,52011B,3000,50000,52000,52011,Dampremy,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
7601,0,57064J,3000,50000,57000,57064,Roucourt,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Péruwelz
7061,0,55040C,3000,50000,55000,55040,Thieusies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Zinnik,Soignies,,,Soignies
1020,0,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1090,0,21010A,1000,,21000,21010,Jette,Jette,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Jette,Jette
1301,0,25112B,3000,20002,25000,25112,Bierges,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Wavre
1330,0,25091A,3000,20002,25000,25091,Rixensart,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Rixensart
2610,0,11002U,2000,10000,11000,11002,,Wilrijk,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Antwerpen,
8301,0,31043C,2000,30000,31000,31043,,Ramskapelle,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Brugge,,,Knokke-Heist,
8310,0,31005E,2000,30000,31000,31005,,Sint-Kruis,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Brugge,,,Brugge,
8421,0,35029B,2000,30000,35000,35029,,Vlissegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,De Haan,
8647,0,32030B,2000,30000,32000,32030,,Pollinkhove,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Diksmuide,,,Lo-Reninge,
8660,0,38008B,2000,30000,38000,38008,,Adinkerke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Veurne,,,De Panne,
8800,0,36015A-I,2000,30000,36000,36015,,Roeselare,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Roeselare,
8820,0,31033-Z,2000,30000,31000,31033,,Torhout,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Brugge,,,Torhout,
8957,0,33016A,2000,30000,33000,33016,,Mesen,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Mesen,Messines
6686,0,82005C,3000,80000,82000,82005,Flamierge,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Bertogne
6698,0,82032D,3000,80000,82000,82032,Grand-Halleux,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Vielsalm
6742,0,85009C,3000,80000,85000,85009,Chantemelle,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Étalle
6836,0,84010E,3000,80000,84000,84010,Dohan,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Bouillon
6850,0,84050A,3000,80000,84000,84050,Paliseul,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Paliseul
6921,0,84075E,3000,80000,84000,84075,Chanly,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Wellin
1931,1,23047B,2000,20001,23000,23047,,Diegem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Machelen,
3130,0,24007B,2000,20001,24000,24007,,Betekom,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Begijnendijk,
3012,0,24062-Y,2000,20001,24000,24062,,Wilsele,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Leuven,
3271,0,24134B,2000,20001,24000,24134,,Zichem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Scherpenheuvel-Zichem,
3724,0,73040D,2000,70000,73000,73040,,Vliermaal,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Kortessem,
3746,0,73006D,2000,70000,73000,73006,,Waltwilder,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Bilzen,
5024,0,92094S,3000,90000,92000,92094,Marche-les-Dames,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
5170,0,92101F,3000,90000,92000,92101,Bois-de-Villers,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Profondeville
5590,0,91030D,3000,90000,91000,91030,Leignon,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Ciney
6769,0,85024A,3000,80000,85000,85024,Meix-devant-Virton,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Meix-devant-Virton
6044,0,52011M,3000,50000,52000,52011,Roux,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
6030,0,52011J,3000,50000,52000,52011,Marchienne-au-Pont,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
1780,0,23102A,2000,20001,23000,23102,,Wemmel,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Wemmel,Wemmel
9402,0,41048C,2000,40000,41000,41048,,Meerbeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Ninove,
9920,0,44036A,2000,40000,44000,44085,,Lovendegem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Lievegem,
9185,0,44073A,2000,40000,44000,44073,,Wachtebeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Wachtebeke,
9030,0,44021L,2000,40000,44000,44021,,Mariakerke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
9140,0,46025A,2000,40000,46000,46025,,Temse,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Sint-Niklaas,,,Temse,
4141,0,62100B,3000,60000,62000,62100,Louveigné,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Sprimont
4570,0,61039A,3000,60000,61000,61039,Marchin,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Marchin
6464,0,56016H,3000,50000,56000,56016,Bourlers,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Chimay
7861,0,55023E-II,3000,50000,51000,51069,Wannebecq,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Lessines
7131,0,56011F,3000,50000,58000,58002,Waudrez,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,Binche
7134,0,56011B,3000,50000,58000,58002,Ressaix,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,Binche
6181,0,52015D,3000,50000,52000,52015,Gouy-lez-Piéton,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Courcelles
7382,0,53068C,3000,50000,53000,53068,Audregnies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Quiévrain
7301,0,53014B,3000,50000,53000,53014,Hornu,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Boussu
6230,0,52055D-I,3000,50000,52000,52055,Luttre,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Pont-à-Celles
1130,0,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1410,0,25110A,3000,20002,25000,25110,Waterloo,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Waterloo
1474,0,25031G,3000,20002,25000,25031,Ways,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Genappe
2350,0,13046A,2000,10000,13000,13046,,Vosselaar,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Vosselaar,
2870,0,12030A,2000,10000,12000,12041,,Puurs,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Mechelen,,,Puurs-Sint-Amands,
2360,0,13031A,2000,10000,13000,13031,,Oud-Turnhout,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Oud-Turnhout,
5364,0,91059G,3000,90000,91000,91059,Schaltin,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hamois
5001,0,92094H,3000,90000,92000,92094,Belgrade,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
5000,0,92094A,3000,90000,92000,92094,Namur,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
3530,0,72039A,2000,70000,72000,72039,,Houthalen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Houthalen-Helchteren,
3580,0,71004A,2000,70000,71000,71004,,Beringen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Beringen,
3742,0,73006N,2000,70000,73000,73006,,Martenslinde,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Bilzen,
3791,0,73109D,2000,70000,73000,73109,,Remersdaal,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Voeren,Fourons
3798,0,73109A,2000,70000,73000,73109,,'s-Gravenvoeren,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Voeren,Fourons
8460,0,35014A,2000,30000,35000,35014,,Oudenburg,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Oudenburg,
8582,0,34003D,2000,30000,34000,34003,,Outrijve,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Avelgem,
8640,0,33041A,2000,30000,33000,33041,,Oostvleteren,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Vleteren,
8690,0,38002A-II,2000,30000,38000,38002,,Alveringem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Veurne,,,Alveringem,
8791,0,34040B,2000,30000,34000,34040,,Beveren,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Waregem,
8880,0,36010B,2000,30000,36000,36010,,Rollegem-Kapelle,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Ledegem,
6600,0,82003B,3000,80000,82000,82003,Wardin,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Bastogne
6688,0,82005B,3000,80000,82000,82005,Longchamps,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Bertogne
6692,0,82032B,3000,80000,82000,82032,Petit-Thier,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Vielsalm
6980,0,83031E,3000,80000,83000,83031,Beausaint,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,La Roche-en-Ardenne
1860,0,23050A,2000,20001,23000,23050,,Meise,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Meise,
1650,0,23003A,2000,20001,23000,23003,,Beersel,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Beersel,
1742,0,23086C,2000,20001,23000,23086,,Sint-Katherina-Lombeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Ternat,
8370,0,31004B,2000,30000,31000,31004,,Uitkerke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Brugge,,,Blankenberge,
8430,0,35011B,2000,30000,35000,35011,,Wilskerke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Middelkerke,
8680,0,32010A,2000,30000,32000,32010,,Koekelare,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Diksmuide,,,Koekelare,
8740,0,37011A,2000,30000,37000,37011,,Pittem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Pittem,
8900,0,33011H,2000,30000,33000,33011,,Dikkebus,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Ieper,
6662,0,82014G,3000,80000,82000,82014,Tavigny,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Houffalize
6672,0,82037B,3000,80000,82000,82037,Beho,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Gouvy
6860,0,84033A,3000,80000,84000,84033,Léglise,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Léglise
6970,0,83049A,3000,80000,83000,83049,Tenneville,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Tenneville
1831,1,23047B,2000,20001,23000,23047,,Diegem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Machelen,
3320,0,24041A,2000,20001,24000,24041,,Hoegaarden,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Hoegaarden,
5500,0,91034A-III,3000,90000,91000,91034,Anseremme,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Dinant
5022,0,92094N-II,3000,90000,92000,92094,Cognelée,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
5541,0,91142B,3000,90000,91000,91142,Hastière-par-delà,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hastière
5542,0,91142D,3000,90000,91000,91142,Blaimont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hastière
5520,0,91103A,3000,90000,91000,91103,Onhaye,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Onhaye
3550,0,71070B,2000,70000,71000,71070,,Zolder,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Heusden-Zolder,
3793,0,73109C,2000,70000,73000,73109,,Teuven,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Voeren,Fourons
3803,0,71053D,2000,70000,71000,71053,,Duras,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Sint-Truiden,
3830,0,73098A,2000,70000,73000,73098,,Wellen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Wellen,
3831,0,73098B,2000,70000,73000,73098,,Herten,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Wellen,
9500,0,41018H,2000,40000,41000,41018,,Ophasselt,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Geraardsbergen,
4607,0,62027C,3000,60000,62000,62027,Bombaye,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Dalhem
4730,0,63061C,3000,60000,63000,63061,,,Hauset,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Raeren,,Raeren
4050,0,62022A,3000,60000,62000,62022,Chaudfontaine,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Chaudfontaine
4601,0,62108C,3000,60000,62000,62108,Argenteau,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Visé
